artist,gender,category
John Rocca,male,English_male_singers
John Roderick,male,American_male_guitarists
John Rostill,male,Male_guitarists
John Rowles,male,Male_songwriters
John Rubinstein,male,American_male_singers
John Ryan,male,American_male_singer-songwriters
John Rzeznik,male,American_male_guitarists
John S. Hall,male,American_male_singers
John Sale,male,English_male_singers
John Schlitt,male,American_male_singers
John Schmid,male,American_country_singers
John Schneider,male,American_male_guitarists
John Schneiderman,male,American_male_guitarists
John Schumann,male,Australian_male_singers
John Scofield,male,American_male_guitarists
John Scott,male,English_male_composers
John Sebastian,male,American_male_guitarists
John Sekula,male,American_male_guitarists
John Sex,male,American_male_singers
John Shanks,male,American_male_guitarists
John Shaw,male,Australian_male_singers
John Shirley-Quirk,male,British_male_singers
John Simm,male,Male_guitarists
John Simoneaux,male,American_male_guitarists
John Sines Jr.,male,American_country_singers
John Sloman,male,Welsh_male_singers
John Southworth,male,Canadian_male_singers
John Spiker,male,American_male_guitarists
John Squire,male,English_male_singers
John St Peeters,male,Australian_male_singers
John Stamos,male,American_male_guitarists
John Stein,male,American_male_guitarists
John Steven Sutherland,male,American_male_singers
John Stevens,male,American_male_singers
John Stewart,male,American_male_singer-songwriters
John Stirratt,male,American_country_singers
John Stowell,male,American_male_guitarists
John Strohm,male,American_male_guitarists
John Sullivan,male,English_male_composers
John T. Smith,male,American_male_guitarists
John Tardy,male,American_male_singers
John Tartaglia,male,American_male_singers
John Thomas Griffith,male,American_male_guitarists
John Torres,male,American_country_singers
John Travolta,male,American_male_singers
John Tropea,male,American_male_guitarists
John Turnbull,male,English_male_singers
John Valenti,male,American_male_singer-songwriters
John Vanderslice,male,American_male_guitarists
John W. Duarte,male,Male_guitarists
John Waite,male,English_male_singers
John Walker,male,American_male_guitarists
John Wallace,male,American_male_guitarists
John Waller,male,American_male_singers
John Warne,male,American_male_guitarists
John Waters,male,Australian_male_singers
John Wesley,male,American_male_singers
John Wesley Harding,male,English_male_singers
John Wesley Ryles,male,American_country_singers
John West,male,American_male_guitarists
John Wetton,male,English_male_singers
John Wheeler,male,American_country_singers
John White,male,American_country_singers
John Williams,male,Male_guitarists
John Williamson,male,Australian_male_singers
John Wilson,male,English_male_composers
John Wort Hannam,male,Canadian_male_singers
John Wozniak,male,American_male_singer-songwriters
John Wylie,male,American_male_singers
John York,male,American_country_singers
John de Lancie,male,American_male_singers
Johnathan Rice,male,American_male_singer-songwriters
Johnette Napolitano,female,American_female_singers
Johnna Lee Cummings,female,American_female_pop_singers
Johnne Sambataro,male,American_male_singers
Johnnie Allan,male,American_male_singer-songwriters
Johnnie Bassett,male,American_male_guitarists
Johnnie Davis,male,American_male_singers
Johnnie Johnston,male,American_male_singers
Johnnie Lee Wills,male,American_country_singers
Johnnie Lovesin,male,Canadian_male_singers
Johnnie Mae Matthews,female,African-American_female_singers
Johnnie Ray,male,American_male_singers
Johnnie Taylor,male,American_male_singers
Johnnie Wilder Jr.,male,African-American_male_singers
Johnnie Wright,male,American_country_singers
Johnny,male,American_male_rappers
"Johnny ""Big Moose"" Walker",male,American_male_guitarists
"Johnny ""Country"" Mathis",male,American_country_singers
"Johnny ""Guitar"" Watson",male,American_male_guitarists
"Johnny ""Man"" Young",male,American_male_guitarists
"Johnny ""Yard Dog"" Jones",male,American_male_guitarists
Johnny A.,male,American_male_guitarists
Johnny Ace,male,American_male_singers
Johnny Adams,male,American_male_singers
Johnny Angel Wendell,male,American_male_guitarists
Johnny B. Moore,male,American_male_guitarists
Johnny Bacolas,male,American_male_guitarists
Johnny Barfield,male,American_country_singers
Johnny Bond,male,American_country_singers
Johnny Bonnel,male,American_male_singers
Johnny Borrell,male,English_male_singers
Johnny Brandon,male,English_male_singers
Johnny Bristol,male,American_male_singers
Johnny Bush,male,American_country_singers
Johnny Carroll,male,American_country_singers
Johnny Carter,male,American_male_singers
Johnny Carver,male,American_country_singers
Johnny Cash,male,American_country_singers
Johnny Chester,male,Australian_male_singers
Johnny Christ,male,American_male_guitarists
Johnny Colla,male,American_male_singers
Johnny Colt,male,American_male_guitarists
Johnny Copeland,male,American_male_guitarists
Johnny Coppin,male,English_male_singer-songwriters
Johnny Crawford,male,American_male_singers
Johnny Darrell,male,American_country_singers
Johnny DeFrancesco,male,American_male_guitarists
Johnny Desmond,male,American_male_singers
Johnny Devlin,male,Male_guitarists
Johnny Dollar,male,American_country_singers
Johnny Donaldson,male,American_male_guitarists
Johnny Dowd,male,American_country_singers
Johnny Drummer,male,American_male_singers
Johnny Duncan,male,American_country_singers
Johnny Dyer,male,American_male_singers
Johnny Echols,male,American_male_guitarists
Johnny Fuller,male,American_male_guitarists
Johnny Gentle,male,English_male_singers
Johnny Gilbert,male,American_male_singers
Johnny Gimble,male,American_country_singers
Johnny Goudie,male,American_male_guitarists
Johnny Hallyday,male,French_male_singers
Johnny Hartman,male,American_crooners
Johnny Hazzard,male,American_male_singers
Johnny Heartsman,male,American_male_guitarists
Johnny Hickman,male,American_male_guitarists
Johnny Hiland,male,American_male_guitarists
Johnny Horton,male,American_country_singers
Johnny Jenkins,male,American_male_guitarists
Johnny Jolin,male,American_country_singers
Johnny Kay,male,American_male_guitarists
Johnny Kidd,male,English_male_singers
Johnny Laws,male,African-American_male_singers
Johnny Lee,male,African-American_male_singers
Johnny Lee Middleton,male,American_male_guitarists
Johnny Lee Schell,male,American_male_guitarists
Johnny Legend,male,American_male_singers
Johnny Marr,male,English_male_singers
Johnny Mars,male,American_male_singers
Johnny Mathis,male,American_crooners
Johnny McElhone,male,Male_guitarists
Johnny Minick,male,American_male_singers
Johnny Moeller,male,American_male_guitarists
Johnny Nicholas,male,American_male_guitarists
Johnny Nicol,male,Australian_male_singers
Johnny O'Keefe,male,Australian_male_singers
Johnny Orlando,male,Canadian_male_singers
Johnny Ortiz,male,American_male_singers
Johnny Pacar,male,American_male_singers
Johnny Paycheck,male,American_country_singers
Johnny Pearson,male,English_male_composers
Johnny Perrin,male,Canadian_male_singers
Johnny Polygon,male,African-American_male_rappers
Johnny Preston,male,American_male_singers
Johnny Ramone,male,American_male_guitarists
Johnny Rawls,male,American_male_guitarists
Johnny Rebel,male,American_country_singers
Johnny Reid,male,Canadian_male_singers
Johnny Restivo,male,American_male_singers
Johnny Richter,male,American_male_rappers
Johnny Rioux,male,American_male_guitarists
Johnny Rivera,male,American_male_singers
Johnny Rivers,male,American_male_guitarists
Johnny Rodriguez,male,American_country_singers
Johnny Ruffo,male,Australian_male_singers
Johnny Russell,male,American_country_singers
Johnny Sandon,male,English_male_singers
Johnny Sansone,male,American_male_guitarists
Johnny Seay,male,American_country_singers
Johnny Shentall,male,English_male_singers
Johnny Shines,male,American_male_guitarists
Johnny Smith,male,American_male_guitarists
Johnny Solinger,male,American_country_singers
Johnny St. Cyr,male,American_male_guitarists
Johnny Strike,male,American_male_singer-songwriters
Johnny Temple,male,American_male_guitarists
Johnny Thunder,male,African-American_male_singers
Johnny Thunders,male,American_male_guitarists
Johnny Tillotson,male,American_country_singers
Johnny Tyler,male,American_country_singers
Johnny Van Zant,male,American_male_singers
Johnny Wakelin,male,English_male_singers
Johnny Warman,male,English_male_singers
Johnny Western,male,American_country_singers
Johnny Whitney,male,American_male_singers
Johnny Williams,male,American_male_guitarists
Johnny Winter,male,American_male_guitarists
Johnny Woods,male,American_male_singers
Johnny Young,male,Australian_male_singers
Johntá Austin,male,African-American_male_singers
Joi Cardwell,female,African-American_female_singer-songwriters
Joi Lansing,female,American_female_singers
Jojo Mason,male,Canadian_male_singers
Jolan,male,English_male_singers
Jolene Anderson,female,Australian_female_singers
Jolie Holland,female,American_female_country_singers
Jon Allen,male,Male_guitarists
Jon Anderson,male,English_male_singers
Jon Auer,male,American_male_guitarists
Jon B.,male,American_male_singer-songwriters
Jon B. Higgins,male,American_male_singers
Jon Bauer,male,Canadian_male_singers
Jon Bellion,male,American_male_singers
Jon Bernson,male,American_male_singer-songwriters
Jon Bon Jovi,male,American_male_guitarists
Jon Brant,male,American_male_guitarists
Jon Brion,male,American_male_singers
Jon Brooks,male,Canadian_male_singers
Jon Bryant,male,Canadian_male_singers
Jon Buller,male,Canadian_male_singers
Jon Butcher,male,American_male_guitarists
Jon Button,male,American_male_guitarists
Jon Campbell,male,Scottish_male_singers
Jon Carin,male,American_male_singers
Jon Catler,male,American_male_guitarists
Jon Christopher Davis,male,American_country_singers
Jon Christos,male,English_male_singers
Jon Connor,male,African-American_male_rappers
Jon Crosby,male,American_male_guitarists
Jon Davison,male,American_male_guitarists
Jon DeRosa,male,American_male_guitarists
Jon Dee Graham,male,American_male_guitarists
Jon Dunn,male,American_male_guitarists
Jon English,male,Australian_male_singers
Jon Finn,male,American_male_guitarists
Jon Foreman,male,American_male_guitarists
Jon Fratelli,male,Scottish_male_singers
Jon Gindick,male,American_male_guitarists
Jon Ginoli,male,American_male_guitarists
Jon Gomm,male,Male_guitarists
Jon Gutwillig,male,American_male_guitarists
Jon Hager,male,American_country_singers
Jon Henrik Fjällgren,male,Swedish_male_singers
Jon Herington,male,American_male_guitarists
Jon Hume,male,Male_guitarists
Jon Hyde,male,American_male_singers
Jon King,male,English_male_singers
Jon Klein,male,English_male_singers
Jon Langford,male,Welsh_male_singers
Jon Langston,male,American_country_singers
Jon Larsen,male,Male_guitarists
Jon Lee,male,English_male_singers
Jon Lilygreen,male,Welsh_male_singers
Jon Lindsay,male,American_male_singer-songwriters
Jon Maguire,male,British_male_singers
Jon Mark,male,English_male_singers
Jon Oliva,male,American_male_singers
Jon Pardi,male,American_country_singers
Jon Peter Lewis,male,American_male_pop_singers
Jon Poole,male,Male_guitarists
Jon Randall,male,American_country_singers
Jon Rennard,male,English_male_singers
Jon Secada,male,Male_songwriters
Jon Shain,male,American_male_guitarists
Jon Spencer,male,American_male_guitarists
Jon Toogood,male,Male_guitarists
Jon Vickers,male,Canadian_male_singers
Jon Wolfe,male,American_country_singers
Jon-Rae Fletcher,male,Canadian_male_singers
Jona Lewie,male,English_male_singers
Jona Weinhofen,male,Australian_male_singers
Jonah Jenkins,male,American_male_singers
Jonah Matranga,male,American_male_singer-songwriters
Jonas Ekfeldt,male,Swedish_male_singers
Jonas Fjeld,male,Male_guitarists
Jonas Haskins,male,American_male_guitarists
Jonas Hurst,male,British_male_singers
Jonas Renkse,male,Swedish_male_singers
Jonas Snäckmark,male,Swedish_male_singers
Jonatha Brooke,female,American_female_guitarists
Jonathan Biggins,male,Australian_male_singers
Jonathan Bratoeff,male,Male_guitarists
Jonathan Byrd,male,American_country_singers
Jonathan Davis,male,American_male_singers
Jonathan Donahue,male,American_male_guitarists
Jonathan Edwards,male,American_country_singers
Jonathan Fagerlund,male,Swedish_male_singers
Jonathan Goldstein,male,English_male_composers
Jonathan Jeremiah,male,British_male_singers
Jonathan Jones,male,American_male_singer-songwriters
Jonathan Kerrigan,male,English_male_composers
Jonathan King,male,English_male_singers
Jonathan Knight,male,American_male_singers
Jonathan Lamas,male,American_male_singers
Jonathan Painchaud,male,Canadian_male_singers
Jonathan Pierce,male,American_male_singers
Jonathan Pretus,male,American_male_guitarists
Jonathan Richman,male,American_male_guitarists
Jonathan Roy,male,Canadian_male_singers
Jonathan Schwartz,male,American_male_singers
Jonathan Singleton,male,American_country_singers
Jonathan Thulin,male,American_male_singers
Jonathan Tiersten,male,American_male_singers
Jonathan Whitehead,male,English_male_composers
Jonathan Wilkes,male,English_male_singers
Jonathan Wilson,male,American_male_singer-songwriters
Jonathon Newby,male,American_male_singers
Jonell,female,African-American_female_singers
Jonelle Allen,female,African-American_female_singers
Jonezen,male,American_male_rappers
Joni Harms,female,American_female_country_singers
Joni Henson,female,Canadian_female_singers
Joni James,female,American_female_singers
Joni Lee,female,American_female_country_singers
Joni Mitchell,female,Canadian_female_pop_singers
Joni Paladin,female,American_female_jazz_singers
Joni Sledge,female,African-American_female_singers
Joniece Jamison,female,American_female_singers
Jonita Lattimore,female,American_female_singers
Jonn Penney,male,English_male_singers
Jonna Lee,female,Swedish_female_singers
Jonnie Barnett,male,American_country_singers
Jonnie and Brookie,female,American_female_pop_singers
Jonny Browning,male,American_male_guitarists
Jonny Craig,male,American_male_singers
Jonny Diaz,male,American_male_guitarists
Jonny Fritz,male,American_country_singers
Jonny Lang,male,American_male_guitarists
Jonny Martinez,male,American_male_singers
Jonny McGovern,male,American_male_singer-songwriters
Jonny Phillips,male,English_male_composers
Jonny Z,male,American_male_rappers
Jono El Grande,male,Male_guitarists
Jonsu,female,Female_rock_singers
Jont,male,English_male_singers
Jonti Picking,male,English_male_singers
Joon Park,male,American_male_rappers
Jorane,female,Canadian_female_pop_singers
Jordan Blilie,male,American_male_singers
Jordan Christopher,male,American_male_singers
Jordan Corey,female,American_female_singers
Jordan Fisher,male,African-American_male_singers
Jordan Hill,female,American_female_singers
Jordan Jansen,male,Australian_male_singers
Jordan Knight,male,American_male_singer-songwriters
Jordan Laws,male,American_male_singers
Jordan McIntosh,male,Canadian_male_singers
Jordan Page,male,American_male_singer-songwriters
Jordan Pruitt,female,American_female_singers
Jordan Pundik,male,American_male_guitarists
Jordan Rager,male,American_country_singers
Jordan Raskopoulos,female,Australian_female_singers
Jordan Raycroft,male,Canadian_male_singers
Jordan Reyne,male,Male_songwriters
Jordan White,male,American_male_singer-songwriters
Jordin Sparks,female,African-American_female_singer-songwriters
Jordis Unga,female,American_female_rock_singers
Jordon Zadorozny,male,Canadian_male_singers
Jordy,male,French_male_singers
Jordyn Jackson,female,American_female_jazz_singers
Jordyn Taylor,female,American_female_singers
Jorge Avendaño,male,Male_songwriters
Jorge Ben Jor,male,Male_guitarists
Jorge Cafrune,male,Male_guitarists
Jorge Cardoso,male,Male_guitarists
Jorge Celedón,male,Male_songwriters
Jorge Galemire,male,Male_guitarists
Jorge González,male,Male_guitarists
Jorge Mejia,male,Male_songwriters
Jorge Morel,male,Male_guitarists
Jorge Moreno,male,American_male_singer-songwriters
Jorge Pescara,male,Male_guitarists
Jorge Salán,male,Male_guitarists
Jorge Villamil,male,Male_songwriters
Jorge del Moral,male,Male_songwriters
Jorma Kaukonen,male,American_male_guitarists
Jory Nash,male,Canadian_male_singers
Joscho Stephan,male,Male_guitarists
Jose Collins,female,English_female_singers
Josef Johansson,male,Swedish_male_singers
Josef Kappl,male,Male_guitarists
Josef Salvat,male,Australian_male_singers
Josefin Nilsson,female,Swedish_female_singers
Josefine Cronholm,female,Swedish_female_singers
Josefine Ridell,female,Swedish_female_singers
Josefine Sundström,female,Swedish_female_singers
Joseph Arthur,male,American_male_singer-songwriters
Joseph Caillot,male,French_male_singers
Joseph G. Williams,male,American_country_singers
Joseph Gian,male,American_male_singers
Joseph Keckler,male,American_male_singer-songwriters
Joseph Kreutzer,male,Male_guitarists
Joseph Legros,male,French_male_singers
Joseph Maas,male,English_male_singers
Joseph Malovany,male,American_male_singers
Joseph McManners,male,English_male_singers
Joseph Pepper,male,American_male_guitarists
Joseph Shore,male,American_male_singers
Joseph Ward,male,British_male_singers
Joseph Williams,male,American_male_singers
Josephine Foster,female,American_female_guitarists
Josette Daydé,female,French_female_singers
Josey Scott,male,American_male_guitarists
Joseíto Fernández,male,Male_songwriters
Josh Alan Friedman,male,American_male_guitarists
Josh Beech,male,English_male_singer-songwriters
Josh Caterer,male,American_male_singer-songwriters
Josh Daniel,male,English_male_singers
Josh Doyle,male,English_male_singers
Josh Farro,male,American_male_guitarists
Josh Gracin,male,American_country_singers
Josh Groban,male,American_male_singers
Josh Haden,male,American_male_singers
Josh Henderson,male,American_male_singers
Josh Holmes,male,American_male_guitarists
Josh Homme,male,American_male_guitarists
Josh Hoyer & Soul Colossal,male,American_male_singer-songwriters
Josh Joplin,male,American_male_singers
Josh Keaton,male,American_male_singers
Josh Kelley,male,American_country_singers
Josh Klinghoffer,male,American_male_guitarists
Josh Krajcik,male,American_male_singers
Josh Leo,male,American_male_guitarists
Josh Lewis,male,American_male_guitarists
Josh Logan,male,American_country_singers
Josh Osho,male,English_male_singers
Josh Ramsay,male,Canadian_male_singers
Josh Reichmann,male,Canadian_male_singers
Josh Ritter,male,American_country_singers
Josh Rouse,male,American_male_singer-songwriters
Josh Stevens,male,American_male_singers
Josh Strickland,male,American_male_singers
Josh T. Pearson,male,American_male_guitarists
Josh Thomas,male,Male_guitarists
Josh Thompson,male,American_country_singers
Josh Tillman,male,American_male_singer-songwriters
Josh Todd,male,American_male_singers
Josh Turner,male,American_country_singers
Josh Weller,male,English_male_singers
Josh White,male,American_male_guitarists
Josh Wilson,male,American_male_guitarists
Josh Zuckerman,male,American_male_singer-songwriters
Joshua Alan,male,American_male_singer-songwriters
Joshua Bartholomew,male,Canadian_male_singers
Joshua Cain,male,American_male_guitarists
Joshua Eustis,male,American_male_singer-songwriters
Joshua Hyslop,male,Canadian_male_singers
Joshua James,male,American_male_singer-songwriters
Joshua Kadison,male,American_male_singer-songwriters
Joshua Ledet,male,African-American_male_singers
Joshua Radin,male,American_male_guitarists
Joshua Rogers,male,African-American_male_singers
Josiah James,male,American_male_singers
Josiah Leming,male,American_male_singers
Josie Aiello,female,American_female_pop_singers
Josie Cotton,female,American_female_singers
Josie Jones,female,English_female_singers
Josie Miles,female,American_female_singers
Josie Zec,female,American_female_singers
Joss Stone,female,English_female_singers
José Alfredo Jiménez,male,Male_songwriters
José Antonio Rodríguez,male,Male_guitarists
José Brocá,male,Male_guitarists
José Carbajal,male,Male_guitarists
José Ferrer,male,Male_guitarists
José Guadalupe Esparza,male,Male_songwriters
José Hernández,male,American_male_singers
José Luis Encinas,male,Male_guitarists
José María Gallardo Del Rey,male,Male_guitarists
José Marín,male,Male_guitarists
José Miguel Moreno,male,Male_guitarists
José Miguel Velásquez,male,Male_songwriters
José Neto,male,Male_guitarists
José Rey de la Torre,male,Male_guitarists
José Tomás,male,Male_guitarists
José de la Rosa,male,Male_guitarists
José Ángel Espinoza,male,Male_songwriters
Joséphine de La Baume,female,French_female_singers
Jouni Hynynen,male,Male_guitarists
Jowe Head,male,Male_guitarists
Jowharah Jones,female,African-American_female_singers
Joy Eden Harrison,female,American_female_singer-songwriters
Joy Enriquez,female,American_female_pop_singers
Joy Esther,female,French_female_singers
Joy Garrett,female,American_female_singers
Joy Layne,female,American_female_singers
Joy Lynn White,female,American_female_country_singers
Joy McKean,female,Australian_female_singers
Joy Sarney,female,English_female_pop_singers
Joy Villa,female,American_female_pop_singers
Joy Williams,female,American_female_singer-songwriters
Joya,female,American_female_singer-songwriters
Joya Sherrill,female,American_female_jazz_singers
Joyce Bryant,female,African-American_female_singers
Joyce Cobb,female,African-American_female_singer-songwriters
Joyce Cooling,female,American_female_guitarists
Joyce Grant,female,British_female_singers
Joyce Grenfell,female,English_female_singers
Joyce Irby,female,American_female_singers
Joyce Jonathan,female,French_female_singers
Joyce Kennedy,female,African-American_female_singers
Joyce Paul,female,American_female_country_singers
Joyce Sims,female,American_female_singer-songwriters
Joyce Vincent Wilson,female,African-American_female_singers
João Bosco,male,Male_guitarists
João Gilberto,male,Male_guitarists
João MacDowell,male,Male_guitarists
João de Aquino,male,Male_guitarists
Joée,male,Canadian_male_singers
Joël Prévost,male,French_male_singers
Joëlle Mogensen,female,French_female_singers
Joëlle Ursull,female,French_female_singers
JuJu Chan,female,American_female_singers
Juan Aguirre,male,Male_guitarists
Juan Alban,male,Australian_male_singers
Juan Calleros,male,Male_guitarists
Juan Carlos Alvarado,male,American_male_singer-songwriters
Juan Falú,male,Male_guitarists
Juan Garcia-Herreros,male,Male_guitarists
"Juan Gómez ""Chicuelo""",male,Male_guitarists
Juan Habichuela,male,Male_guitarists
Juan Manuel Cañizares,male,Male_guitarists
Juan Martín,male,Male_guitarists
Juan Serrano,male,Male_guitarists
Juan Valdivia,male,Male_guitarists
Juan d'Anyelica,male,Male_guitarists
Juanita Coco,female,Australian_female_singers
Juanita García,female,American_female_singers
Juanita Hall,female,African-American_female_singers
Juanita Stein,female,Australian_female_singers
Juanjo Domínguez,male,Male_guitarists
Juarez Moreira,male,Male_guitarists
Jubilant Sykes,male,African-American_male_singers
Jud Strunk,male,American_country_singers
Jude,male,American_male_singers
Jude Abbott,female,English_female_singers
Jude Cole,male,American_male_singer-songwriters
Judee Sill,female,American_female_guitarists
Judge Da Boss,male,African-American_male_rappers
Judge Dread,male,English_male_singers
Judge Smith,male,English_male_singer-songwriters
Judi Richards,female,Canadian_female_pop_singers
Judi Silvano,female,American_female_jazz_singers
Judie Tzuke,female,English_female_singers
Judith Christie McAllister,female,American_female_singer-songwriters
Judith Durham,female,Australian_female_pop_singers
Judith Forst,female,Canadian_female_singers
Judith Hill,female,African-American_female_singers
Judith Nicosia,female,American_female_singers
Judy Canova,female,American_female_singers
Judy Cheeks,female,American_female_singers
Judy Clark,female,American_female_singers
Judy Clay,female,African-American_female_singers
Judy Collins,female,American_female_guitarists
Judy Craig,female,American_female_singers
Judy Dyble,female,English_female_singers
Judy Garland,female,American_female_singers
Judy Holliday,female,American_female_jazz_singers
Judy Johnson,female,American_female_singers
Judy Kuhn,female,American_female_singers
Judy Lynn,female,American_female_country_singers
Judy Martin,female,American_female_country_singers
Judy Niemack,female,American_female_jazz_singers
Judy Rodman,female,American_female_country_singers
Judy Small,female,Australian_female_singers
Judy Stone,female,Australian_female_pop_singers
Judy Torres,female,American_female_singers
Judy Valentine,female,American_female_singers
Juelz Santana,male,African-American_male_rappers
Jugge Nohall,male,Swedish_male_singers
Juggy D,male,English_male_singers
Juice,male,African-American_male_rappers
Juice Newton,female,American_female_country_singers
Juicy J,male,African-American_male_rappers
Juke Boy Bonner,male,American_male_guitarists
Jukka Tolonen,male,Male_guitarists
Jul Big Green,male,American_male_singers
Julee Cruise,female,American_female_singers
Jules Bledsoe,male,American_male_singers
Jules De Martino,male,British_male_singers
Jules Larson,female,American_female_singer-songwriters
Julia Channel,female,French_female_singers
Julia Davids,female,Canadian_female_singers
Julia DeMato,female,American_female_singers
Julia Deans,female,New_Zealand_female_pop_singers
Julia Easterlin,female,American_female_singer-songwriters
Julia Fordham,female,English_female_pop_singers
Julia Gerity,female,American_female_singers
Julia Holter,female,American_female_singers
Julia Jacklin,female,Australian_female_singers
Julia Johnson,female,British_female_singers
Julia Kedhammar,female,Swedish_female_singers
Julia Lashae,female,American_female_singers
Julia Lee,female,American_female_singers
Julia Michaels,female,American_female_pop_singers
Julia Murney,female,American_female_singers
Julia Neigel,female,Female_rock_singers
Julia Nunes,female,American_female_guitarists
Julia Sanderson,female,American_female_singers
Julia Sutton,female,English_female_singers
Julian Argüelles,male,English_male_composers
Julian Austin,male,Canadian_male_singers
Julian Bream,male,Male_guitarists
Julian Casablancas,male,American_male_singer-songwriters
Julian Cope,male,English_male_singers
Julian Fulton,male,American_male_singer-songwriters
Julian Koster,male,American_male_guitarists
Julian Lennon,male,English_male_singers
Julian Marley,male,English_male_singers
Julian Slade,male,English_male_composers
Julian Taylor,male,Canadian_male_singers
Julian Velard,male,American_male_singers
Julian Woodrow,male,American_male_singers
Juliana Hatfield,female,American_female_guitarists
Julianna Barwick,female,American_female_singers
Julianna Zobrist,female,American_female_singer-songwriters
Julianne Buescher,female,American_female_singers
Julianne Hough,female,American_female_country_singers
Julianne Regan,female,English_female_singer-songwriters
Julie Andrews,female,English_female_singers
Julie Brown,female,American_female_singers
Julie Budd,female,American_female_singers
Julie Byrne,female,American_female_guitarists
Julie Christensen,female,American_female_singers
Julie Covington,female,English_female_singers
Julie Delpy,female,American_female_singer-songwriters
Julie Doiron,female,Canadian_female_pop_singers
Julie Driscoll Tippetts,female,English_female_pop_singers
Julie Dubela,female,American_female_singers
Julie Fader,female,Canadian_female_singers
Julie Feeney,female,Irish_female_singers
Julie Felix,female,American_female_singers
Julie Frost,female,American_female_singers
Julie Gold,female,American_female_singer-songwriters
Julie Grant,female,English_female_pop_singers
Julie Harrington,female,British_female_singers
Julie Lee,female,American_female_singer-songwriters
Julie London,female,American_female_jazz_singers
Julie Masi,female,Canadian_female_singers
Julie Masse,female,Canadian_female_pop_singers
Julie Matthews,female,English_female_singers
Julie Miller,female,American_female_country_singers
Julie Nesrallah,female,Canadian_female_singers
Julie Newmar,female,American_female_singers
Julie Rayne,female,English_female_singers
Julie Reeves,female,American_female_country_singers
Julie Roberts,female,American_female_country_singers
Julie Rogers,female,English_female_singers
Julie-Anne Dineen,female,Irish_female_singers
Julien Aklei,female,American_female_country_singers
Julien Doré,male,French_male_singers
Julien Lepers,male,French_male_singers
Julien Sagot,male,Canadian_male_singers
Julienne Davis,female,American_female_singers
Julienne Irwin,female,American_female_country_singers
Juliet Richardson,female,American_female_singers
Juliet Roberts,female,British_female_singers
Juliet Simms,female,American_female_guitarists
Juliette,female,Canadian_female_singers
Juliette Gréco,female,French_female_singers
Juliette Lewis,female,American_female_rock_singers
Julio D,male,Male_guitarists
Julio Iglesias,male,American_country_singers
Julio Salvador Sagreras,male,Male_guitarists
Julio Sosa,male,Male_guitarists
Julissa,female,American_female_singers
Julissa Veloz,female,American_female_singers
Julius Cheeks,male,American_male_singers
Julius Daniels,male,American_male_guitarists
Julius Eastman,male,African-American_male_singers
Julius Günther,male,Swedish_male_singers
Julius La Rosa,male,American_male_singers
Julián Arcas,male,Male_guitarists
Jully Black,female,Canadian_female_pop_singers
June Angela,female,American_female_singers
June Carroll,female,American_female_singers
June Carter Cash,female,American_female_country_singers
June Christy,female,American_female_jazz_singers
June Clyde,female,American_female_singers
June Hutton,female,American_female_singers
June MacCloy,female,American_female_singers
June Martel,female,American_female_singers
June Miles-Kingston,female,British_female_singers
June Millington,female,American_female_guitarists
June Panic,male,American_male_singers
June Pointer,female,African-American_female_singers
June Richmond,female,American_female_jazz_singers
June Tabor,female,English_female_singers
June Tyson,female,American_female_jazz_singers
June Valli,female,American_female_singers
Juni Fisher,female,American_female_country_singers
Junior Barnard,male,American_male_guitarists
Junior Brown,male,American_country_singers
Junior Campbell,male,Male_guitarists
Junior Giscombe,male,English_male_singers
Junior Kimbrough,male,American_male_guitarists
Junior Marvin,male,Male_guitarists
Junior Parker,male,American_male_singers
Junior Walker,male,American_male_singers
Junior Watson,male,American_male_guitarists
Jupiter Apple,male,Male_guitarists
Jus Allah,male,African-American_male_rappers
Jussie Smollett,male,American_male_singers
Just Jack,male,English_male_singers
Just-Ice,male,African-American_male_rappers
Justin Bieber,male,Canadian_male_singers
Justin Broadrick,male,English_male_singers
Justin Chart,male,American_male_singers
Justin Currie,male,Scottish_male_singers
Justin Edwards,male,English_male_singers
Justin Emerle,male,American_male_guitarists
Justin Furstenfeld,male,American_male_guitarists
Justin Gaston,male,American_male_singers
Justin Grennan,male,American_male_singers
Justin Guarini,male,American_male_singers
Justin Hawkins,male,English_male_singers
Justin Hayford,male,American_crooners
Justin Haynes,male,Male_guitarists
Justin Hayward,male,English_male_singers
Justin James,male,Canadian_male_singers
Justin King,male,American_male_guitarists
Justin Levinson,male,American_male_singer-songwriters
Justin McBride,male,American_country_singers
Justin Moore,male,American_country_singers
Justin Nozuka,male,American_male_singers
Justin Pierre,male,American_male_guitarists
Justin Rutledge,male,Canadian_male_singers
Justin Sane,male,American_male_singers
Justin Shekoski,male,American_male_guitarists
Justin Timberlake,male,American_male_pop_singers
Justin Townes Earle,male,American_country_singers
Justin Tranter,male,American_male_singer-songwriters
Justin Tubb,male,American_country_singers
Justin Utley,male,American_male_singers
Justin Vernon,male,American_male_guitarists
Justin Warfield,male,American_male_guitarists
Justin Wells,male,American_country_singers
Justin York,male,American_male_guitarists
Justine Clarke,female,Australian_female_singers
Justine Frischmann,female,English_female_singers
Justinne Gamache,female,American_female_singers
Juvelen,male,Swedish_male_singers
Juvenile,male,African-American_male_rappers
Jyro Xhan,male,American_male_guitarists
Jérémy Amelin,male,French_male_singers
Jérémy Chatelain,male,French_male_singers
